Label,prompt
CAH Base Set,It’s a pity that kids these days are all getting involved with ______.
Cads About Matrimony,"It’s not _________ that puts strain on a relationship, it’s ___________."
PAX Prime 2015 Food Pack A (Mango),It’s not delivery. It’s ______.
Food Pack,It’s not delivery. It’s ______.
Cads About Matrimony,It’s trendy to include ___________ in your wedding these days.
Cads About Matrimony Poly Pack,It’s trendy to include ___________ in your wedding these days.
Pigs Against Profanity: Volume 3,It`s been revealed that Disney`s latest animated film will be called - ____________.
Personally Incorrect,Its important to always bring ______ when going to the bar with "Insert Name".
KinderPerfect: Naughty Expansion Pack,"Its okay, millions of parents struggle with ______ every day."
Disgruntled Decks: Navy Edition,IYAOYAS. Translation: ______.
Kiwis Versus Morality,Jacinda Arden moonlighted as ______ before becoming prime minister.
CAH: Blue Box Expansion,"James is a lonely boy. But when he discovers a secret door in his attic, he meets a magical new friend: ______."
CAH: Sixth Expansion,"James is a lonely boy. But when he discovers a secret door in his attic, he meets a magical new friend: ______."
Theatre Pack - CATS Musical Pack,"Jellicle Cats come out tonight, Jellicle Cats come one, come all, the time for _____ is now, Jellicles come to the Jellicle Ball."
Clams Attempt Harmonica, Volume 1,Jenny McCarthy has moved on from vaccines and is now spreading misinformation that _____ causes autism.
Cats Abiding Horribly Bonus Cards,"Jesus didn't just resurrect the dead and turned water into wine, he was also very apt in ______."
2012 Holiday Pack,Jesus is ______.
Seasons Greetings Pack,Jesus is _____.
The Catholic Card Game: Base Deck,Jesus performed the miracle of ______ but it was never recorded.
The Catholic Card Game: Base Deck,Jesus specialized in ______ before his public ministry.
WTF Did You Say?!?,Jesus turned water into wine. I can turn potato salad into ______.
The Catholic Card Game: Base Deck,Jesus would never be caught ______.
Words Against Morality: Volume 3,Jesus's guilty pleasure was ______.
Rotten Apples: The Tasteless Adult Party Game,Job interviews: not the best place for ______.
Dirty Nasty Filthy,John from the office tried ____ (ing) at the bar last night.
Kiwis Versus Morality,John Key was caught tugging ______
Conspiracy Theory,Join ______ and help wipe out ______!
Disgruntled Decks: Marine Corps/Jarhead Edition,June is LGBT Pride Month. What is the Marine Corps doing to celebrate?
KinderPerfect: A Timeout For Parents (Kickstarter Set),Junior's favorite cock block.
KinderPerfect (Commercial Set),Junior's favorite cockblock.
Kids Against Maturity,Just a spoon full of ______ helps the medicine go down.
Cads About Matrimony Poly Pack,Just because you're married doesn't mean you have to give up ________.
Cads About Matrimony: Expansion 1,Just because you're married doesn't mean you have to give up ________.
Rotten Apples: The Tasteless Adult Party Game,Just call me by the nickname I had in high school: "______".
CAH Base Set,"Just once, I'd like to hear you say 'Thanks, Mom. Thanks for ______.'"
CAH Base Set,"Just once, I'd like to hear you say 'Thanks, Mum. Thanks for ______.'"
CAH Base Set,Just saw this upsetting video! Please retweet!! #stop______
Rotten Apples: The Tasteless Adult Party Game,Just say no to ______.
Not Parent Approved Expansion Pack #2,Just watch. ______ is how I will make history.
Cows Against Hamburgers - Patty Pack #1,Kanye West attributes his genius to _____.
Cows Grilling Hamburgers - Patty Pack #1,Kanye West attributes his genius to _____.
That's What She Said Game,Kanye West grabbed the mic from the award winner and shouted ______
Kiwis Versus Morality,"Karen still wants her 20 dollars back, or else you'll get _______!"
Kiwis Against Morality,"Karen still wants her 20 dollars back, or else you'll get ______!"
Cards for the Masses,Karma is ______.
Clones Attack Hilarity #2,Kazakhstan is now the world's number one exporter of _____.
Conspiracy Theory,Keep ______ away from my ______!
Bards Dispense Profanity,KEEP CALM AND CARRY ______
Disgruntled Decks: Air Force Edition,Keep that crusty ass Air Trans TSgt happy with a whole lotta ______!
Cows Grilling Hamburgers - Patty Pack #1,Keep your ________ close but your enemies closer.
Desert Bus For Hope Pack,Ken "____" Steacy went back into his archives and found his original sketches for ______.
Disgruntled Decks: Coast Guard/Coastie Edition,"Kevin Costner and Ashton Kutcher have teamed up for The Guardian II: Searchier, Rescueier, and ______."
Bards Dispense Profanity,Key to a healthy marriage: _______.
Dick,Key to healthy marriage: ______.
Crows Adopt Vulgarity, Vol. 4,"Kids and grown-ups love it so, the happy world of ______."
Kids Create Absurdity,Kids Create Absurdity makes me want to ______.
Words Against Morality: Volume 3,Kids these days have no respect for ______.
2013 Holiday Pack,"Kids these days with their iPods and their Internet. In my day, all we needed to pass the time was ______."
The Game Without Decency,Kids were horrified to learn that their teddy bears were actually stuffed with ______.
Words Against Morality: Volume 2,"Kids, don't talk to strangers. Especially the ones who try to give you ______."
CAH Base Set,"Kids, I don't need drugs to get high. I'm high on ______."
Kids Against Maturity,Kill two birds with one ______.
That's What She Said Game - Second Expansion,Kim Jong-Un pressed his big red button and screamed ______
Crows Adopt Vulgarity, Vol. 2,Kim Kardashian's ass is actually filled with ______.
Dirty Nasty Filthy,"Kiss me from head toe, then use ____ to please me."
Kiwis Versus Morality,Kiwis love ______. That's our tucker!
Dick,"Knock, knock.  (Who's there?)  ______."
Kids Create Absurdity,"Knock, knock. Who's there?"
Kids Against Maturity,"Knock, knock. Whos there? ______."
Rotten Apples: The Tasteless Adult Party Game,Know what I saw when I peeked at my neighbors? ______.
Hilarious!,KykNET's new reality show features eight has-been celebrities cooking with ___.
Cards Against/For South Africa,Kyknet's new reality show features eight washed up celebrities cooking with ___.
Absurd Box Expansion,"Ladies and gentlemen, I propose a two-pronged plan. The first prong will be ______, and the second prong will be ______."
Kids Against Maturity,Lady and the ______.
Words Against Morality: Volume 3,"Last April Fools Day, my friends went too far with ______."
Skewered And Roasted,"Last holiday, I brought back ________."
Personally Incorrect,Last night "Insert Name" confessed he/she had ______ trapped in the basement.
Kids Create Absurdity,Last night I dreamt about _______.
Cards and Punishment Vol. One,Last night I dreamt of an alternate universe where everyone shit ______ and puked ______.
Kids Against Maturity,Last night I found ______ in my bed.
Not Parent Approved,Last night I had a nightmare about _________.
WTF Did You Say?!?,Last night I had a weird sex dream about ______.
The Game Without Decency,Last night I had the oddest dream about ______ and ______.
Potheads Against Sanity,"Last night I smoked so much, I wanted to ______."
Cats Abiding Horribly: Episode I - The Dirty Goblin,"Last night my husband and I invited ______ over for a threesome. How YOLO of us, right?"
Cards and Punishment Vol. One,Last night was totally epic and can only be explained throught he eloquence of hashtags! #______ #______ #______.
Cards and Punishment Vol. Two,"Last night, I crossed ______ off my bucket list."
Skewered And Roasted,"Last night, I dreamt about ________."
Cats Abiding Horribly: Episode II - A New Low,"Last night, I had a horrible nightmare. I was on my knees, dressed in an orange jumpsuit and about to be beheaded by ______ in the name of ______."
Carbs of the Huge Manatee: General Expansion 1,"Last night, I tried ______ again.  It was MUCH better the second time."
Guards Against Insanity, Edition 1,"Last night, I used _____ as lube. It didn't end well."
Potheads Against Sanity,"Last time I smoked pot, I stupidly decided to ______."
Personally Incorrect,Last time I went to a club with "Insert Name" he/she brought home ______.
Cats Abiding Horribly: Episode II - A New Low,"Last week on my nightly stroll, I was bitten by ______. Now I have a unquenchable thirst for ______."
Cols Against Kentucky 2,"Last week, three Florence teens climbed the water tower to paint ______."
Personally Incorrect,Last Year for Christmas "Insert Name" gave all of his/her friends ______.
Personally Incorrect,"Last year, 'Insert Name' got a new sweater for his/her birthday, but returned it and bought tickets to see ______ instead."
Potheads Against Sanity,Laugh at the world and the world will ______.
The Catholic Card Game: Five Deck Expansion Pack,Leading adult faith formation is difficult because of ______.
Cads About Matrimony Poly Pack,Leading marriage experts suggest ________ to improve your intimacy.
Cads About Matrimony: Expansion 1,Leading marriage experts suggest ________ to improve your intimacy.
Kiwis Against Morality,Left ______ outside the dairy. Nekk minnit ______!
Kiwis Versus Morality,Left ______ outside the dairy. Nekk minnit ______!
CAH: Red Box Expansion,Legend has it Prince wouldn't perform without ______ in his dressing room.
WTF Did You Say?!?,Legend has it upon catching a leprechaun you receive ______.
Fantasy Pack,Legend tells of a princess who has been asleep for a thousand years and can only be awoken by ______.
Fascism Pack,Leni Riefenstahl's last movie was called Triumph of ______.
Cards and Punishment Vol. One,Leonardo DiCaprio will finally win an Oscar for his role in ______.
Kids Against Maturity,"Let all play Paper, Scissors, ______."
Crabs Adjust Humidity: Volume 5,Let it go! Let it go!  ______ never bothered me anyway...
Crazy & Horrible Rabbit - Vol. 1,Let it go! Let it go! ______never bothered me anyway…
